capital-gain,capital-loss,educational-num,marital-status,workclass,education,occupation,race,native-country,Class-label,relationship,age,hours-per-week,gender,fnlwgt
60.4,-270.5,37.4,-31,40,-18,48,-14,2181,0,-351,2.9,31.4,0,83929.0
59.7,-294.4,37.0,-31,39,-18,48,-14,2113,0,-347,3.0,30.9,0,81323.6
56.8,-296.6,35.3,-29,37,-17,46,-13,2038,0,-331,2.1,29.1,0,78486.8
62.9,-283.3,38.9,-32,42,-19,50,-15,2211,1,-365,3.2,33.1,1,85210.7
57.7,-284.6,35.8,-29,38,-18,46,-14,2079,0,-336,2.7,29.3,0,80048.0
65.5,-332.2,40.4,-33,45,-20,51,-16,2341,1,-380,3.3,35.3,1,90112.0
74.5,-325.4,45.7,-38,54,-23,57,-17,2591,1,-431,4.3,42.2,1,99732.1
57.4,-285.4,35.6,-29,37,-17,46,-14,2013,0,-334,2.9,29.2,0,77533.6
56.9,-276.2,35.3,-29,37,-17,46,-13,2048,0,-331,2.9,28.5,0,78893.1
58.8,-258.7,36.4,-30,39,-18,47,-14,2092,0,-342,2.8,30.1,0,80601.3
60.0,-273.9,37.2,-31,40,-18,48,-14,2145,0,-349,2.7,31.4,0,82643.0
68.2,-313.9,42.0,-35,48,-21,53,-16,2393,1,-396,3.8,37.4,1,92065.7
61.5,-328.5,38.0,-31,41,-19,49,-15,2197,0,-357,2.8,32.2,0,84527.2
67.0,-326.5,41.3,-34,47,-21,52,-16,2376,1,-388,3.4,36.5,1,91418.9
58.3,-271.2,36.2,-30,38,-18,47,-14,2070,0,-339,2.9,29.7,0,79657.3
60.5,-260.0,37.4,-31,40,-18,48,-14,2149,0,-352,2.9,31.5,0,82727.7
69.7,-299.2,42.9,-35,49,-22,54,-16,2450,1,-403,3.7,38.4,1,94324.7
63.4,-272.5,39.1,-32,43,-19,50,-15,2262,1,-368,3.4,33.6,1,87149.6
63.5,-289.3,39.2,-32,43,-19,50,-15,2226,1,-369,3.3,33.8,1,85720.8
66.0,-295.1,40.7,-34,46,-20,52,-16,2348,1,-383,3.7,35.8,1,90368.6
59.9,-285.1,37.1,-31,40,-18,48,-14,2160,0,-349,2.9,31.2,0,83140.2
60.8,-322.3,37.6,-31,40,-19,48,-14,2136,0,-353,3.0,31.6,0,82204.5
58.9,-260.2,36.6,-30,39,-18,47,-14,2104,0,-343,2.6,30.4,0,81073.9
63.7,-278.3,39.3,-32,43,-20,50,-15,2249,1,-370,3.1,34.0,1,86539.3
62.2,-311.3,38.4,-32,42,-19,49,-15,2176,1,-361,2.9,32.9,1,83723.0
60.5,-307.6,37.5,-31,40,-19,48,-14,2110,0,-352,2.8,31.5,0,81276.0
70.2,-358.1,43.2,-36,50,-22,54,-16,2495,1,-407,3.9,38.9,1,95895.8
57.1,-268.1,35.4,-29,37,-17,46,-13,1991,0,-331,2.6,28.6,0,76800.5
60.2,-314.9,37.3,-31,40,-18,48,-14,2113,0,-350,2.6,31.3,0,81425.7
57.1,-282.1,35.5,-29,37,-17,46,-14,2014,0,-332,2.5,28.8,0,77607.0
66.8,-308.5,41.2,-34,47,-21,52,-16,2405,1,-388,3.6,36.5,1,92566.5
63.1,-314.6,39.0,-32,43,-19,50,-15,2243,1,-367,3.2,33.7,1,86207.2
63.9,-306.1,39.5,-33,44,-20,50,-15,2311,1,-371,3.2,34.2,1,88915.6
62.6,-259.5,38.7,-32,42,-19,49,-15,2179,1,-363,2.9,33.0,1,84030.7
60.1,-235.4,37.2,-31,40,-18,48,-14,2105,0,-350,3.0,31.2,0,81044.8
68.7,-333.5,42.3,-35,49,-21,53,-16,2385,1,-398,3.6,37.8,1,91834.5
59.8,-297.6,37.1,-31,40,-18,48,-14,2089,0,-348,2.8,31.1,0,80485.2
58.3,-277.2,36.1,-30,38,-18,47,-14,2084,0,-339,3.0,29.8,0,80267.6
68.6,-337.0,42.2,-35,49,-21,53,-16,2429,1,-398,3.9,37.6,1,93392.4
57.8,-267.1,35.9,-30,38,-18,46,-14,2083,0,-337,2.5,29.9,0,80222.7
66.6,-317.2,41.0,-34,46,-21,52,-16,2408,1,-386,3.2,36.1,1,92669.4
60.9,-274.2,37.7,-31,41,-19,48,-15,2126,0,-353,3.0,31.5,0,81977.4
57.0,-276.7,35.4,-29,37,-17,46,-14,2026,0,-332,2.7,28.7,0,78071.2
73.6,-343.8,45.2,-37,53,-23,56,-17,2611,1,-426,4.3,41.3,1,100459.1
64.0,-341.3,39.5,-33,44,-20,50,-15,2292,1,-371,3.3,34.1,1,88241.9
56.8,-301.6,35.2,-29,37,-17,46,-14,1977,0,-331,2.5,28.7,0,76185.3
60.9,-288.8,37.7,-31,41,-19,48,-15,2166,0,-354,3.2,31.8,0,83276.8
63.4,-305.2,39.2,-33,43,-19,50,-15,2287,1,-369,3.0,34.0,1,88053.4
60.8,-307.6,37.6,-31,41,-19,48,-14,2158,0,-354,2.8,31.9,0,83097.2
62.3,-284.3,38.5,-32,42,-19,49,-15,2196,1,-362,3.5,32.9,1,84593.2
59.3,-277.8,36.7,-30,39,-18,47,-14,2095,0,-345,2.8,30.7,0,80679.1
57.0,-312.5,35.4,-29,37,-17,46,-14,2033,0,-332,2.6,28.8,0,78477.4
63.4,-316.6,39.2,-32,43,-19,50,-15,2283,1,-368,3.3,33.7,1,87868.4
63.7,-290.1,39.4,-32,43,-20,50,-15,2306,1,-370,3.1,34.0,1,88680.0
59.6,-288.9,36.9,-30,39,-18,48,-14,2141,0,-346,2.5,30.7,0,82457.7
58.4,-278.8,36.2,-30,38,-18,47,-14,2120,0,-340,2.5,29.9,0,81555.4
67.6,-305.3,41.6,-34,47,-21,53,-16,2406,1,-392,4.0,36.7,1,92524.4
71.7,-339.4,44.1,-36,52,-22,55,-17,2561,1,-415,4.5,39.9,1,98457.2
64.2,-298.9,39.7,-33,44,-20,50,-15,2303,1,-373,3.5,34.3,1,88477.5
78.9,-356.4,48.3,-40,59,-25,60,-19,2758,1,-456,5.0,45.4,1,106105.6
57.9,-279.4,35.9,-29,38,-18,46,-14,2051,0,-337,2.5,29.4,0,78942.8
57.4,-251.8,35.6,-29,37,-17,46,-14,2042,0,-334,2.6,29.2,0,78666.8
62.6,-305.7,38.7,-32,42,-19,49,-15,2256,1,-364,3.2,33.0,1,86745.1
67.9,-323.2,41.8,-34,47,-21,53,-16,2395,1,-394,3.8,37.0,1,92139.3
58.2,-278.7,36.1,-30,38,-18,47,-14,2103,0,-339,2.7,29.8,0,80987.1
57.0,-285.5,35.4,-29,37,-17,46,-13,2050,0,-333,3.0,29.0,0,78885.8
71.7,-347.0,44.0,-37,52,-22,55,-17,2474,1,-415,3.9,40.1,1,95282.5
56.8,-258.9,35.3,-29,37,-17,46,-14,2008,0,-330,2.4,28.5,0,77334.2
64.7,-312.2,39.9,-33,45,-20,51,-15,2250,1,-376,3.7,34.7,1,86722.0
69.7,-352.5,42.9,-35,49,-22,54,-16,2457,1,-403,3.8,38.4,1,94460.7
60.4,-271.0,37.4,-31,40,-18,48,-14,2157,0,-351,3.0,31.3,0,82873.7
63.7,-315.7,39.4,-33,43,-20,50,-15,2257,1,-370,3.3,34.0,1,86925.8
58.1,-264.0,36.1,-30,38,-18,47,-14,2081,0,-339,2.6,29.9,0,80111.8
56.7,-272.6,35.2,-29,36,-17,46,-14,2023,0,-330,2.5,28.7,0,77893.4
59.9,-276.9,37.1,-30,40,-18,48,-14,2091,0,-348,2.6,31.1,0,80495.5
62.1,-303.3,38.4,-32,42,-19,49,-15,2162,0,-361,3.1,32.9,1,83365.3
60.6,-277.5,37.5,-31,40,-19,48,-14,2121,0,-352,3.1,31.6,0,81715.1
59.5,-271.0,36.9,-30,39,-18,48,-14,2122,0,-346,3.1,30.8,0,81677.1
61.6,-271.0,38.1,-31,41,-19,49,-15,2181,0,-358,2.8,32.4,0,84020.7
61.2,-279.2,37.9,-31,41,-19,49,-15,2208,0,-356,3.2,32.0,0,85052.8
61.3,-285.9,37.9,-32,41,-19,49,-15,2155,0,-357,2.9,32.4,0,82953.9
67.0,-325.2,41.3,-34,47,-21,52,-16,2350,1,-389,3.3,36.7,1,90467.3
66.8,-315.3,41.2,-34,46,-21,52,-16,2394,1,-387,3.6,36.2,1,92113.1
59.5,-307.0,36.9,-30,39,-18,47,-14,2109,0,-346,2.8,30.8,0,81271.6
65.6,-303.0,40.5,-33,45,-20,51,-15,2297,1,-380,3.2,35.3,1,88413.2
57.9,-278.8,35.9,-30,38,-18,46,-14,2069,0,-337,2.7,29.7,0,79683.8
61.9,-310.9,38.3,-32,42,-19,49,-15,2198,0,-360,3.3,32.5,0,84532.8
60.3,-290.6,37.3,-31,40,-18,48,-14,2161,0,-351,2.4,31.5,0,83206.5
56.7,-260.4,35.2,-29,36,-17,46,-14,2029,0,-330,2.6,28.6,0,78230.6
64.0,-283.9,39.5,-32,44,-20,50,-15,2296,1,-371,3.2,34.0,1,88424.5
59.2,-283.3,36.7,-30,39,-18,47,-14,2112,0,-344,2.5,30.6,0,81379.6
74.2,-356.1,45.5,-38,54,-23,57,-17,2651,1,-429,4.2,42.0,1,101989.1
62.4,-295.1,38.6,-32,42,-19,49,-15,2186,1,-362,3.2,32.8,1,84172.3
57.6,-287.6,35.7,-29,37,-18,46,-14,2055,0,-335,2.7,29.2,0,79158.1
59.7,-277.1,37.0,-30,39,-18,48,-14,2142,0,-346,2.8,30.7,0,82488.1
66.8,-280.4,41.2,-34,46,-21,52,-16,2354,1,-387,3.6,36.1,1,90664.8
62.7,-306.8,38.7,-32,42,-19,50,-15,2173,1,-364,3.3,33.1,1,83743.6
57.3,-283.4,35.6,-29,37,-17,46,-14,2051,0,-333,2.3,29.0,0,78889.4
64.8,-308.7,40.0,-33,44,-20,51,-15,2318,1,-376,3.4,34.8,1,89193.6
57.7,-283.5,35.8,-30,37,-18,46,-14,2049,0,-336,2.6,29.5,0,78873.3
60.0,-274.1,37.2,-31,40,-18,48,-14,2068,0,-349,2.6,31.2,0,79607.0
61.1,-272.8,37.8,-31,41,-19,49,-15,2214,0,-355,2.8,31.9,0,85180.0
58.5,-271.6,36.2,-30,38,-18,47,-14,2110,0,-340,2.5,30.0,0,81270.8
59.4,-285.0,36.8,-31,39,-18,47,-14,2142,0,-346,3.0,30.8,0,82516.7
58.7,-285.9,36.4,-30,38,-18,47,-14,2099,0,-342,3.2,30.0,0,80904.2
68.2,-312.4,42.0,-35,48,-21,53,-16,2408,1,-395,3.9,37.2,1,92694.1
62.5,-335.9,38.6,-32,42,-19,50,-15,2247,1,-363,3.2,32.8,1,86435.2
57.5,-268.6,35.7,-29,37,-17,46,-14,2048,0,-335,2.5,29.3,0,78791.0
63.6,-312.8,39.3,-32,43,-20,50,-15,2247,1,-369,3.5,33.8,1,86473.2
62.5,-297.0,38.6,-32,42,-19,49,-15,2269,1,-363,3.0,33.0,1,87267.0
75.8,-356.4,46.5,-39,56,-24,58,-18,2702,1,-439,4.5,43.3,1,103963.3
63.3,-297.5,39.1,-32,43,-19,50,-15,2220,1,-368,3.4,33.8,1,85588.6
65.1,-297.9,40.2,-33,45,-20,51,-15,2350,1,-377,3.2,34.9,1,90451.2
58.7,-259.9,36.4,-30,38,-18,47,-14,2110,0,-342,2.6,30.2,0,81237.4
57.2,-301.8,35.5,-29,37,-17,46,-14,2058,0,-333,2.7,29.1,0,79190.8
58.0,-280.0,36.0,-30,38,-18,47,-14,2047,0,-338,2.8,29.7,0,78735.7
60.5,-303.8,37.5,-31,40,-19,48,-14,2140,0,-352,3.0,31.6,0,82556.2
64.1,-317.5,39.6,-33,44,-20,50,-15,2268,1,-373,2.9,34.6,1,87371.2
63.7,-292.9,39.3,-32,43,-20,50,-15,2288,1,-370,3.0,34.0,1,88127.2
61.1,-279.2,37.8,-31,41,-19,48,-14,2126,0,-355,2.9,31.9,0,81846.8
59.1,-258.6,36.6,-30,39,-18,47,-14,2100,0,-344,3.0,30.3,0,80797.0
65.5,-306.9,40.4,-33,45,-20,51,-15,2307,1,-380,3.6,35.3,1,88975.9
64.4,-283.6,39.8,-32,44,-20,51,-15,2239,1,-373,3.4,34.2,1,86193.8
61.0,-307.6,37.8,-31,41,-19,48,-14,2200,0,-354,2.9,31.7,0,84737.4
68.4,-336.9,42.1,-35,48,-21,53,-16,2395,1,-397,3.9,37.5,1,92301.0
62.0,-276.8,38.3,-31,41,-19,49,-15,2190,0,-360,2.9,32.5,0,84308.6
68.4,-328.1,42.1,-35,48,-21,53,-16,2380,1,-397,4.3,37.4,1,91627.9
59.6,-275.5,36.9,-31,39,-18,47,-14,2090,0,-347,2.5,31.2,0,80481.2
64.1,-259.0,39.6,-33,44,-20,50,-15,2258,1,-372,3.4,34.2,1,86938.6
65.6,-329.0,40.5,-33,45,-20,51,-15,2304,1,-381,3.5,35.4,1,88823.3
61.5,-295.4,38.0,-31,41,-19,49,-15,2184,0,-357,3.0,32.3,0,83886.3
63.0,-316.6,39.0,-32,43,-19,50,-15,2311,1,-366,3.2,33.5,1,88801.9
60.8,-297.7,37.6,-31,40,-19,48,-14,2187,0,-353,3.0,31.6,0,84138.7
62.8,-272.4,38.8,-32,42,-19,50,-15,2237,1,-365,3.0,33.2,1,86097.2
59.8,-273.7,37.0,-31,39,-18,48,-14,2133,0,-348,2.9,31.2,0,82274.6
56.8,-278.9,35.3,-29,37,-17,46,-14,2006,0,-331,2.5,28.7,0,77196.1
59.7,-287.6,37.0,-31,39,-18,48,-14,2132,0,-347,3.3,30.9,0,82102.4
62.2,-313.6,38.4,-32,42,-19,49,-15,2192,1,-361,2.8,32.9,1,84288.8
63.9,-293.4,39.5,-33,43,-20,50,-15,2248,1,-371,3.1,34.2,1,86622.2
60.7,-258.9,37.6,-31,41,-19,48,-14,2187,0,-353,2.9,31.7,0,84190.8
59.6,-261.0,36.9,-30,39,-18,48,-14,2144,0,-346,2.6,30.6,0,82476.0
60.8,-272.5,37.6,-31,41,-19,48,-14,2160,0,-353,3.0,31.6,0,83111.0
57.4,-274.5,35.7,-29,37,-17,46,-14,2067,0,-335,2.5,29.3,0,79686.3
60.1,-302.9,37.3,-31,40,-18,48,-14,2169,0,-350,2.8,31.2,0,83527.0
57.8,-234.2,35.9,-29,38,-18,46,-14,2077,0,-336,2.6,29.4,0,79919.5
66.4,-311.6,40.9,-34,46,-20,52,-16,2372,1,-385,3.9,35.8,1,91237.9
64.2,-308.5,39.6,-33,44,-20,50,-15,2283,1,-373,3.6,34.3,1,87780.2
60.7,-279.0,37.6,-31,40,-19,48,-14,2160,0,-353,2.7,31.6,0,83220.9
64.2,-307.5,39.7,-33,44,-20,50,-15,2257,1,-373,3.6,34.3,1,86712.4
58.8,-277.5,36.4,-30,38,-18,47,-14,2100,0,-342,2.7,30.3,0,80915.9
64.1,-295.4,39.6,-33,44,-20,50,-15,2334,1,-372,3.3,34.2,1,89880.1
56.3,-276.9,35.0,-29,36,-17,45,-14,1997,0,-328,2.4,28.3,0,77001.7
67.1,-310.4,41.4,-34,47,-21,52,-16,2353,1,-389,3.4,36.5,1,90441.9
70.2,-328.3,43.2,-36,50,-22,54,-17,2503,1,-407,3.8,38.9,1,96212.8
67.7,-304.3,41.7,-34,47,-21,53,-16,2380,1,-393,3.7,36.9,1,91629.8
56.9,-274.1,35.3,-29,37,-17,46,-13,2041,0,-331,2.9,28.6,0,78572.2
58.6,-270.6,36.3,-30,38,-18,47,-14,2071,0,-341,2.6,30.2,0,79759.6
64.6,-318.5,39.9,-33,44,-20,51,-15,2228,1,-375,3.1,34.5,1,85877.7
61.8,-275.5,38.2,-31,41,-19,49,-14,2168,0,-359,3.2,32.4,0,83425.1
66.7,-326.3,41.1,-34,46,-21,52,-16,2342,1,-387,3.3,36.3,1,90140.2
61.8,-303.0,38.2,-31,41,-19,49,-15,2210,0,-359,3.1,32.4,0,85040.8
68.0,-325.9,41.9,-34,48,-21,53,-16,2394,1,-394,3.7,37.1,1,92163.8
56.8,-262.0,35.3,-29,37,-17,46,-13,2013,0,-331,2.5,28.8,0,77553.5
57.3,-302.1,35.6,-29,37,-17,46,-14,2066,0,-334,2.5,29.2,0,79590.3
64.5,-294.7,39.8,-33,44,-20,51,-15,2234,1,-374,3.4,34.5,1,86045.9
63.0,-281.1,38.9,-32,43,-19,50,-15,2219,1,-366,3.1,33.5,1,85650.6
59.8,-301.0,37.0,-31,40,-18,48,-14,2107,0,-348,3.3,30.9,0,81102.5
56.8,-263.5,35.3,-29,37,-17,46,-13,2051,0,-331,2.7,28.7,0,78928.8
58.0,-303.9,36.0,-30,38,-18,46,-14,2077,0,-338,2.7,29.8,0,79996.8
60.9,-285.7,37.7,-31,41,-19,48,-14,2178,0,-354,2.9,32.0,0,83947.8
74.6,-375.9,45.8,-38,55,-23,57,-17,2650,1,-432,4.7,42.2,1,101943.4
66.8,-280.8,41.2,-34,47,-21,52,-16,2330,1,-388,3.3,36.3,1,89741.0
64.3,-312.6,39.7,-33,44,-20,51,-15,2282,1,-373,3.2,34.3,1,87773.7
58.3,-280.7,36.1,-30,38,-18,47,-14,2058,0,-339,3.2,29.7,0,79324.8
57.7,-272.0,35.8,-29,38,-18,46,-14,2048,0,-336,3.0,29.2,0,78852.1
57.0,-275.1,35.4,-29,37,-17,46,-14,2032,0,-332,2.6,28.9,0,78299.3
58.4,-283.2,36.2,-30,38,-18,47,-14,2092,0,-341,2.9,30.2,0,80624.2
59.2,-288.1,36.7,-30,39,-18,47,-14,2074,0,-344,2.8,30.6,0,79880.5
66.5,-321.4,41.0,-34,46,-20,52,-16,2365,1,-385,3.5,36.0,1,90943.7
56.3,-271.1,35.0,-29,36,-17,45,-14,2011,0,-329,2.7,28.5,0,77482.7
58.7,-280.1,36.4,-30,39,-18,47,-14,2078,0,-342,2.5,30.2,0,80097.8
71.5,-308.9,44.0,-36,51,-22,55,-17,2511,1,-414,3.8,39.8,1,96623.3
62.0,-325.5,38.4,-32,42,-19,49,-14,2154,0,-361,3.0,32.7,1,83055.2
56.9,-257.3,35.3,-29,37,-17,46,-13,2058,0,-332,2.4,29.0,0,79243.8
57.5,-269.0,35.7,-30,37,-17,46,-14,2024,0,-335,2.8,29.4,0,77888.8
64.3,-285.8,39.7,-33,44,-20,50,-15,2289,1,-373,3.1,34.5,1,88044.9
68.4,-327.0,42.1,-35,48,-21,53,-16,2386,1,-396,3.6,37.6,1,91843.1
59.7,-289.9,37.0,-30,40,-18,48,-14,2183,0,-347,2.9,30.9,0,83921.9
68.2,-314.2,42.0,-34,48,-21,53,-16,2438,1,-395,4.0,37.1,1,93726.5
68.4,-331.7,42.1,-35,48,-21,53,-16,2417,1,-396,3.8,37.4,1,92891.4
62.9,-324.3,38.8,-32,42,-19,50,-15,2220,1,-365,3.3,33.2,1,85504.2
56.1,-248.0,34.9,-29,36,-17,45,-13,2029,0,-328,2.5,28.5,0,78137.2
56.0,-259.1,34.8,-28,36,-17,45,-13,1966,0,-326,2.4,28.0,0,75819.3
58.5,-263.5,36.3,-30,38,-18,47,-14,2105,0,-341,2.7,30.1,0,81177.6
62.1,-291.5,38.4,-32,42,-19,49,-15,2189,0,-361,3.2,32.7,0,84201.8
58.5,-259.1,36.3,-30,38,-18,47,-14,2145,0,-340,3.0,29.9,0,82564.3
58.7,-272.2,36.4,-30,39,-18,47,-14,2086,0,-341,2.4,30.1,0,80366.2
70.8,-332.7,43.6,-36,51,-22,55,-17,2536,1,-410,3.9,39.3,1,97506.2
61.6,-284.5,38.1,-31,41,-19,49,-15,2191,0,-358,3.0,32.4,0,84445.7
59.7,-267.8,36.9,-31,39,-18,47,-14,2114,0,-347,3.0,31.0,0,81396.9
61.8,-301.3,38.2,-32,41,-19,49,-15,2226,0,-360,3.4,32.7,1,85707.8
61.9,-295.2,38.3,-32,41,-19,49,-15,2182,0,-360,3.2,32.6,0,83932.0
71.0,-324.5,43.7,-36,51,-22,55,-17,2539,1,-411,4.1,39.5,1,97741.9
65.0,-306.0,40.1,-33,45,-20,51,-15,2302,1,-378,3.3,35.2,1,88656.1
60.1,-289.2,37.2,-31,40,-18,48,-14,2063,0,-350,2.9,31.5,0,79523.2
62.6,-304.4,38.7,-32,42,-19,49,-15,2186,1,-363,2.7,33.2,1,84128.5
61.4,-276.3,38.0,-31,41,-19,49,-15,2180,0,-357,3.0,32.2,0,83972.0
55.8,-263.5,34.7,-28,36,-17,45,-13,1968,0,-325,2.3,27.9,0,75739.5
56.9,-269.5,35.3,-29,37,-17,46,-14,2018,0,-332,2.5,29.0,0,77817.6
63.8,-278.9,39.4,-32,43,-20,50,-15,2278,1,-370,2.8,33.9,1,87716.6
70.3,-299.5,43.2,-36,50,-22,54,-17,2486,1,-408,3.9,39.2,1,95663.6
55.7,-263.1,34.6,-29,35,-17,45,-13,1937,0,-325,2.6,27.9,0,74648.2
64.2,-296.3,39.6,-33,44,-20,50,-15,2243,1,-372,3.3,34.2,1,86470.3
62.6,-323.9,38.7,-31,42,-19,50,-15,2223,1,-363,3.2,32.7,1,85576.3
59.4,-259.5,36.8,-31,39,-18,47,-14,2129,0,-346,2.9,31.0,0,82090.0
66.2,-314.9,40.8,-34,46,-20,52,-16,2327,1,-384,4.0,35.8,1,89690.5
68.1,-326.6,42.0,-35,48,-21,53,-16,2424,1,-395,3.8,37.3,1,93348.7
63.7,-286.2,39.4,-32,43,-20,50,-15,2313,1,-370,3.1,33.8,1,88940.8
57.1,-262.3,35.4,-29,37,-17,46,-13,2017,0,-332,2.6,28.9,0,77685.9
56.8,-260.4,35.3,-29,37,-17,46,-13,2045,0,-331,2.3,29.0,0,78754.7
62.7,-308.2,38.8,-32,43,-19,49,-15,2279,1,-364,2.7,33.3,1,87668.8
57.7,-248.0,35.8,-30,38,-18,46,-14,2035,0,-336,2.4,29.5,0,78348.4
67.6,-312.8,41.7,-34,47,-21,53,-16,2383,1,-392,3.7,36.8,1,91650.1
69.0,-326.4,42.4,-35,49,-21,53,-16,2406,1,-399,4.0,37.7,1,92573.2
73.9,-352.1,45.4,-38,54,-23,57,-17,2598,1,-428,4.5,41.8,1,100053.3
62.0,-262.1,38.4,-32,42,-19,49,-15,2206,0,-360,3.1,32.7,0,84882.4
57.5,-285.0,35.7,-29,37,-17,46,-14,2088,0,-335,2.5,29.2,0,80356.8
66.7,-320.2,41.1,-34,46,-21,52,-16,2325,1,-387,3.6,36.2,1,89530.2
59.5,-275.8,36.9,-31,39,-18,48,-14,2167,0,-347,3.0,30.8,0,83495.0
72.3,-326.2,44.4,-37,52,-22,56,-17,2558,1,-419,4.3,40.6,1,98339.2
56.6,-272.7,35.1,-29,36,-17,46,-13,1999,0,-329,2.4,28.4,0,77008.4
59.1,-279.7,36.6,-30,39,-18,47,-14,2159,0,-344,2.7,30.6,0,83026.8
61.0,-284.9,37.8,-31,41,-19,48,-14,2149,0,-355,2.6,32.1,0,82834.8
60.5,-296.3,37.5,-31,40,-18,48,-14,2152,0,-352,2.8,31.7,0,82898.6
62.1,-303.8,38.4,-32,42,-19,49,-15,2132,0,-361,3.2,32.7,1,82241.2
56.7,-264.0,35.2,-29,36,-17,46,-14,2016,0,-331,2.8,28.7,0,77626.9
60.3,-306.5,37.4,-31,40,-18,48,-14,2100,0,-351,3.0,31.3,0,80897.0
67.1,-305.2,41.3,-34,47,-21,52,-16,2372,1,-389,4.0,36.6,1,91364.1
58.6,-264.7,36.3,-30,38,-18,47,-14,2078,0,-341,2.8,30.1,0,80006.3
62.0,-297.8,38.3,-32,42,-19,49,-15,2189,0,-360,2.9,32.6,0,84252.7
64.1,-311.8,39.6,-33,44,-20,50,-15,2260,1,-373,3.4,34.3,1,87070.0
66.2,-348.4,40.8,-34,46,-20,52,-16,2301,1,-384,3.5,36.1,1,88659.0
65.6,-326.8,40.5,-34,45,-20,51,-15,2358,1,-381,3.5,35.5,1,90824.6
63.5,-298.6,39.2,-32,43,-19,50,-15,2272,1,-368,3.2,33.6,1,87439.9
57.5,-278.0,35.7,-29,37,-17,46,-14,2058,0,-335,2.6,29.3,0,79366.7
58.4,-274.4,36.2,-30,38,-18,47,-14,2073,0,-340,2.7,30.0,0,79950.2
59.7,-297.1,37.0,-31,39,-18,48,-14,2097,0,-348,2.8,31.3,0,80734.5
64.0,-321.5,39.5,-33,44,-20,50,-15,2262,1,-372,3.2,34.4,1,87147.9
60.2,-274.1,37.3,-31,40,-18,48,-14,2159,0,-350,2.6,31.5,0,83199.3
69.0,-308.4,42.5,-35,49,-21,53,-16,2467,1,-400,3.9,38.1,1,94966.1
60.6,-292.5,37.5,-31,40,-19,48,-14,2156,0,-352,2.9,31.6,0,83105.4
57.4,-264.4,35.6,-29,37,-17,46,-14,2030,0,-334,2.4,29.3,0,78163.7
61.9,-303.6,38.3,-32,42,-19,49,-15,2137,0,-360,2.9,32.6,0,82385.6
61.9,-286.9,38.3,-32,42,-19,49,-15,2179,0,-360,2.9,32.8,0,83945.5
63.1,-305.3,39.0,-32,43,-19,50,-15,2214,1,-367,3.2,33.5,1,85292.2
56.8,-287.0,35.3,-29,37,-17,46,-14,2047,0,-331,2.1,29.1,0,78772.2
56.5,-272.8,35.1,-29,36,-17,45,-13,2000,0,-329,2.1,28.6,0,77096.4
64.0,-301.5,39.5,-32,43,-20,50,-15,2272,1,-371,3.5,34.0,1,87418.9
70.3,-325.6,43.2,-36,50,-22,54,-16,2520,1,-407,4.4,38.7,1,96914.8
62.9,-281.0,38.9,-32,43,-19,50,-15,2187,1,-365,2.9,33.2,1,84260.5
75.0,-343.5,46.0,-38,55,-23,57,-18,2636,1,-434,4.6,42.4,1,101378.2
65.7,-294.8,40.5,-33,45,-20,51,-15,2341,1,-381,3.5,35.2,1,90149.2
57.5,-242.8,35.7,-29,37,-17,46,-13,2075,0,-334,2.7,29.0,0,79956.4
56.9,-272.4,35.3,-29,37,-17,46,-14,1992,0,-331,2.4,28.8,0,76637.5
59.7,-294.8,37.0,-30,39,-18,48,-14,2137,0,-347,2.8,30.9,0,82213.6
66.4,-311.4,40.9,-34,46,-20,52,-16,2362,1,-385,3.7,35.9,1,90818.9
64.0,-303.6,39.5,-33,44,-20,50,-15,2319,1,-372,3.6,34.0,1,89287.3
57.3,-256.6,35.5,-29,37,-17,46,-13,2065,0,-333,2.5,29.1,0,79393.4
65.8,-317.5,40.6,-34,46,-20,51,-15,2333,1,-382,3.6,35.6,1,89813.0
61.8,-261.5,38.2,-32,42,-19,49,-14,2167,0,-360,3.0,32.8,1,83465.0
64.1,-322.1,39.6,-33,44,-20,50,-15,2272,1,-372,3.3,34.3,1,87367.5
58.0,-289.3,36.0,-30,38,-18,47,-14,2007,0,-338,2.8,29.6,0,77382.9
57.0,-298.0,35.4,-29,37,-17,46,-14,2014,0,-333,2.6,29.1,0,77634.3
56.7,-248.3,35.2,-29,37,-17,46,-13,2054,0,-330,2.5,28.7,0,78971.1
58.4,-269.7,36.2,-30,38,-18,47,-14,2077,0,-340,2.5,30.0,0,80050.4
64.1,-313.7,39.6,-33,44,-20,50,-15,2254,1,-373,2.9,34.6,1,86596.2
57.6,-268.2,35.8,-30,37,-18,46,-14,2076,0,-336,2.9,29.4,0,79915.6
59.5,-279.1,36.9,-30,39,-18,47,-14,2109,0,-346,2.8,30.8,0,81247.4
65.5,-280.3,40.4,-33,45,-20,51,-16,2360,1,-380,3.2,35.3,1,90788.8
62.6,-299.7,38.7,-32,42,-19,50,-15,2263,1,-364,3.1,33.1,1,87063.4
60.3,-289.0,37.3,-31,40,-18,48,-14,2145,0,-351,2.9,31.4,0,82666.8
72.2,-319.4,44.4,-37,52,-22,55,-17,2576,1,-418,4.2,40.3,1,99136.6
72.9,-363.0,44.7,-37,53,-23,56,-17,2594,1,-422,4.3,41.0,1,99856.8
63.8,-297.2,39.4,-33,43,-20,50,-15,2245,1,-370,3.2,34.0,1,86387.7
